,carat,cut,color,clarity,depth,table,x,z,price
16439,1.02,0,2,2,61.8,50.0,6.59,4.05,5291.0
16440,0.34,2,4,5,61.5,54.0,4.5,2.78,537.0
16441,1.25,2,5,3,63.3,56.0,6.87,4.34,5292.0
16442,1.0,4,2,7,63.2,58.0,6.36,3.92,8216.0
16443,1.7,3,2,4,60.2,60.0,7.83,4.56,18398.0
16444,1.01,4,1,2,59.6,60.0,6.43,3.88,5224.0
16445,0.56,3,2,7,59.5,61.0,5.36,3.18,2290.0
16446,0.32,2,0,4,61.4,57.0,4.4,2.71,814.0
16447,1.2,3,1,5,63.0,58.0,6.75,4.24,9139.0
16448,0.4,1,6,4,63.2,57.0,4.7,2.98,631.0
16449,0.31,1,3,7,63.8,56.0,4.24,2.72,707.0
16450,0.34,2,0,6,61.7,56.0,4.46,2.77,1133.0
16451,0.31,2,2,5,59.4,57.0,4.42,2.66,1033.0
16452,1.21,2,5,7,61.3,56.0,6.83,4.2,7938.0
16453,1.05,2,3,3,62.3,56.0,6.52,4.08,4561.0
16454,0.33,1,0,5,63.5,56.0,4.36,2.78,625.0
16455,0.3,2,1,5,61.5,55.0,4.28,2.65,658.0
16456,1.08,1,1,3,63.7,57.0,6.49,4.15,4656.0
16457,0.7,2,1,3,62.0,58.0,5.66,3.53,2332.0
16458,0.77,3,1,5,60.5,59.0,5.87,3.6,3234.0
16459,0.3,2,3,4,61.1,56.0,4.36,2.66,673.0
16460,1.05,3,0,2,61.6,61.0,6.55,4.02,5351.0
16461,0.72,2,0,3,61.1,58.0,5.76,3.53,2514.0
16462,0.31,3,1,4,61.0,58.0,4.39,2.67,942.0
16463,0.59,4,3,7,62.5,57.0,5.32,3.34,2155.0
16464,1.11,2,5,5,61.9,56.0,6.62,4.11,5321.0
16465,1.0,2,3,6,61.9,57.0,6.46,3.98,8217.0
16466,0.38,4,2,5,60.9,56.0,4.67,2.86,800.0
16467,0.41,4,0,5,63.8,56.0,4.69,3.01,871.0
16468,0.3,2,3,4,62.2,56.0,4.27,2.66,651.0
16469,1.07,2,2,3,61.6,56.0,0.0,0.0,4954.0
16470,0.94,2,5,3,61.6,57.0,6.29,3.88,4972.0
16471,0.94,0,4,3,66.0,50.1,6.13,4.06,3353.0
16472,0.71,2,5,5,62.3,59.0,5.68,3.55,2233.0
16473,1.52,2,2,2,62.0,54.0,7.36,4.59,12071.0
16474,0.73,2,2,3,62.5,56.0,5.73,3.57,2455.0
16475,0.37,2,2,7,61.6,57.0,4.59,2.84,718.0
16476,0.73,3,5,7,61.9,60.0,5.81,3.59,2527.0
16477,0.35,2,2,7,61.2,56.0,4.55,2.8,872.0
16478,1.22,4,3,5,62.7,58.0,6.8,4.24,8377.0
16479,0.33,2,1,6,61.8,57.0,4.4,2.73,984.0
16480,0.51,2,4,2,59.9,57.0,5.22,3.13,1154.0
16481,1.0,0,3,2,68.2,61.0,6.02,4.08,3833.0
16482,0.41,3,2,2,61.0,59.0,4.76,2.91,773.0
16483,0.36,2,0,5,61.7,55.0,4.54,2.83,852.0
16484,1.54,3,5,4,61.6,58.0,7.42,4.55,10349.0
16485,0.4,2,1,7,62.5,55.0,4.73,2.97,1010.0
16486,1.05,4,1,4,61.6,58.0,6.53,4.0,7521.0
16487,1.54,4,6,2,61.1,58.0,7.48,4.55,5028.0
16488,0.7,3,2,7,62.6,59.0,5.66,3.53,3136.0
16489,0.51,2,2,2,61.2,56.0,5.19,3.18,1322.0
16490,1.03,3,4,2,60.7,60.0,6.52,3.95,4579.0
16491,1.2,4,4,2,60.8,58.0,6.8,4.19,5943.0
16492,1.16,2,3,7,62.0,56.0,6.75,4.15,8803.0
16493,0.72,2,5,7,61.7,55.0,5.71,3.54,2530.0
16494,0.43,2,2,6,62.0,57.0,4.84,2.99,1422.0
16495,0.52,1,0,3,63.7,55.0,5.1,3.25,1203.0
16496,3.02,0,5,0,65.2,56.0,9.17,5.91,10577.0
16497,1.12,3,3,3,61.2,58.0,6.69,4.09,4158.0
16498,0.57,2,1,5,61.6,55.0,5.35,3.31,1737.0
16499,0.34,2,3,5,61.4,57.0,4.51,2.76,765.0
16500,0.9,3,1,5,60.6,53.0,6.11,3.81,4562.0
16501,1.24,2,3,5,62.3,57.0,6.95,4.31,8799.0
16502,0.7,2,0,4,61.4,54.2,5.72,3.52,3752.0
16503,0.62,1,4,5,58.9,64.0,5.62,3.29,2727.0
16504,0.3,4,0,2,63.4,55.0,4.26,2.69,662.0
16505,0.56,2,2,7,61.9,56.0,5.28,3.28,2298.0
16506,1.51,0,0,3,64.7,57.0,7.17,4.66,9555.0
16507,1.13,3,6,2,61.3,60.0,6.64,4.12,4214.0
16508,0.91,3,4,5,61.8,59.0,6.22,3.83,4238.0
16509,1.02,2,0,5,61.5,56.0,6.44,3.96,9502.0
16510,0.9,4,4,7,62.7,59.0,6.11,3.85,4173.0
16511,1.14,2,2,7,61.9,57.0,6.73,4.15,10786.0
16512,1.5,0,4,5,65.2,58.0,7.12,4.62,10206.0
16513,0.38,3,1,4,62.0,59.0,4.65,2.85,1000.0
16514,0.82,2,0,5,61.9,56.0,5.98,3.72,4628.0
16515,0.32,2,0,6,61.8,56.0,4.4,2.71,973.0
16516,0.81,4,3,4,63.1,58.0,5.92,3.75,3507.0
16517,0.52,2,2,5,62.5,54.0,5.17,3.22,1720.0
16518,2.39,2,6,4,62.1,55.0,8.53,5.31,17365.0
16519,1.72,3,4,5,61.9,56.0,7.74,4.77,13122.0
16520,1.5,3,3,5,62.5,59.0,7.34,4.56,12308.0
16521,0.34,2,4,7,61.7,55.0,4.48,2.77,667.0
16522,0.25,2,2,4,63.6,57.0,4.01,2.56,435.0
16523,1.72,3,4,5,61.4,59.0,7.64,4.71,12880.0
16524,0.36,1,4,1,63.4,54.0,4.51,2.88,739.0
16525,0.31,2,4,1,61.3,56.0,4.37,2.69,789.0
16526,1.06,2,6,3,61.3,57.0,6.55,4.03,3932.0
16527,1.09,2,1,5,61.2,56.0,6.62,4.07,7443.0
16528,0.3,3,1,5,62.5,59.0,4.27,2.68,658.0
16529,0.4,2,0,5,61.3,57.0,4.77,2.93,1050.0
16530,0.41,3,1,6,60.0,61.0,4.86,2.89,1130.0
16531,1.01,3,4,3,60.9,59.0,6.42,3.89,3394.0
16532,0.36,3,6,2,61.6,60.0,4.54,2.81,410.0
16533,1.3,4,1,2,59.3,60.0,7.05,4.22,5488.0
16534,0.55,2,2,3,61.1,56.0,5.29,3.24,1256.0
16535,0.77,2,2,5,61.5,55.0,5.88,3.63,3321.0
16536,0.3,3,1,6,62.0,59.0,4.31,2.66,844.0
16537,0.71,4,1,2,61.9,56.0,5.68,3.53,2455.0
16538,0.41,3,1,4,60.6,57.0,4.84,2.92,1082.0
16539,1.21,4,2,5,63.5,55.0,6.77,4.23,7928.0
16540,0.33,2,1,6,61.7,56.0,4.46,2.76,984.0
16541,0.7,1,2,3,64.3,57.0,5.6,3.58,1851.0
16542,1.2,4,3,4,61.0,59.0,6.81,4.17,8577.0
16543,1.21,2,3,5,61.9,55.0,6.9,4.25,7996.0
16544,1.11,2,4,3,62.0,54.0,6.64,4.11,4662.0
16545,1.09,2,4,2,61.3,57.0,6.66,4.07,5149.0
16546,0.65,0,5,5,65.1,55.6,5.44,3.56,1659.0
16547,0.51,2,0,2,60.7,56.0,5.18,3.15,1884.0
16548,0.5,1,0,2,63.8,60.0,5.0,3.2,1333.0
16549,1.27,3,2,7,61.3,60.0,6.99,4.27,11905.0
16550,0.26,2,5,4,61.9,56.0,4.08,2.55,358.0
16551,2.52,3,4,3,62.4,57.0,8.72,5.43,17522.0
16552,0.4,3,3,2,61.7,61.0,4.67,2.87,864.0
16553,1.1,3,4,3,60.9,57.0,6.67,4.05,4558.0
16554,1.22,3,2,7,63.0,56.0,6.88,4.3,10494.0
16555,0.9,4,1,5,59.1,62.0,6.24,3.7,4580.0
16556,2.32,1,6,2,60.3,61.0,8.56,5.15,13654.0
16557,1.13,4,4,3,62.5,62.0,6.59,4.14,4692.0
16558,0.31,3,3,4,62.7,58.0,4.39,2.74,540.0
16559,0.5,4,4,4,62.5,59.0,5.01,3.14,1429.0
16560,1.27,2,4,2,61.5,55.0,6.89,4.28,6472.0
16561,0.35,3,2,2,60.2,58.0,4.6,2.75,748.0
16562,0.7,3,5,2,60.8,59.0,5.74,3.5,2083.0
16563,0.54,3,3,5,62.0,58.0,5.21,3.22,1637.0
16564,0.47,1,1,2,60.2,64.0,5.1,3.05,987.0
16565,1.06,2,3,4,60.7,56.0,6.6,4.02,6797.0
16566,0.58,2,0,3,60.9,56.0,5.4,3.3,1607.0
16567,1.4,4,5,3,60.7,59.0,7.12,4.46,6677.0
16568,1.02,4,1,0,60.6,63.0,6.46,3.93,3141.0
16569,0.56,2,1,4,61.8,56.0,5.28,3.28,2010.0
16570,0.5,4,3,2,60.0,63.0,5.06,3.03,1197.0
16571,0.5,1,0,1,63.2,59.0,4.99,3.17,3378.0
16572,0.45,2,3,2,61.6,54.0,4.96,3.06,831.0
16573,1.04,3,3,5,62.2,58.0,6.49,4.01,6122.0
16574,0.62,3,2,2,61.7,59.0,5.51,3.39,1595.0
16575,1.54,0,2,2,65.8,56.0,7.22,4.65,8311.0
16576,0.76,4,3,7,62.1,56.0,5.81,3.63,3655.0
16577,1.25,4,4,3,62.8,55.0,6.82,4.3,5775.0
16578,1.21,2,4,2,62.7,56.0,6.81,4.26,5699.0
16579,0.35,4,2,6,62.3,55.0,4.53,2.81,909.0
16580,0.33,2,0,5,60.9,56.0,4.49,2.74,940.0
16581,0.27,4,3,4,61.9,56.0,4.13,2.56,439.0
16582,0.7,1,2,0,63.9,60.0,5.65,3.58,1040.0
16583,0.32,4,1,6,61.3,58.0,4.42,2.68,917.0
16584,0.3,4,2,4,62.1,56.0,4.31,2.66,654.0
16585,0.51,3,1,0,59.6,60.0,5.19,3.05,826.0
16586,1.51,2,0,2,60.7,57.0,7.35,4.46,11834.0
16587,1.16,4,3,6,60.7,56.0,6.77,4.13,9023.0
16588,2.16,2,5,3,61.9,54.0,8.29,5.14,16803.0
16589,0.6,3,4,2,58.9,61.0,5.54,3.25,1341.0
16590,0.32,2,1,4,61.6,56.0,4.4,2.7,972.0
16591,0.9,4,3,5,58.4,61.0,6.33,3.71,4276.0
16592,1.0,4,3,3,60.0,62.0,6.42,3.88,4195.0
16593,0.75,2,3,2,62.1,55.0,5.81,3.6,3171.0
16594,1.02,3,4,0,62.5,60.0,6.39,4.0,3141.0
16595,2.0,4,6,5,60.7,59.0,8.12,4.94,13113.0
16596,2.0,3,3,3,61.3,59.0,8.14,4.97,11544.0
16597,0.29,2,2,6,61.9,55.0,4.26,2.65,731.0
16598,0.34,2,3,1,62.2,53.0,4.49,2.8,974.0
16599,0.86,0,3,5,66.4,54.1,5.89,3.94,3418.0
16600,0.9,4,3,5,63.3,54.0,6.0,3.89,4309.0
16601,1.5,1,1,2,58.5,59.0,7.45,4.37,11554.0
16602,0.91,3,2,3,61.7,59.0,6.21,3.75,2461.0
16603,1.24,1,3,4,60.2,63.0,6.96,4.2,9405.0
16604,0.58,2,3,5,61.9,55.0,5.33,3.31,1666.0
16605,1.57,4,5,5,60.2,58.0,7.51,4.54,9443.0
16606,1.0,3,5,3,62.5,59.0,6.38,3.96,3780.0
16607,1.1,2,5,3,61.7,56.0,6.65,4.09,3216.0
16608,0.71,2,5,2,61.4,56.0,5.73,3.54,2255.0
16609,0.36,2,4,6,62.3,57.0,4.53,2.83,748.0
16610,0.31,2,3,1,61.7,57.0,4.32,2.69,988.0
16611,0.35,2,3,1,61.4,55.0,4.56,2.81,1044.0
16612,0.6,2,1,2,61.4,55.0,5.44,3.33,1749.0
16613,0.78,2,4,3,61.9,54.0,5.89,3.63,2012.0
16614,0.3,3,4,7,60.1,55.0,4.41,2.64,554.0
16615,1.55,2,6,5,61.7,57.0,7.46,4.6,7416.0
16616,0.73,2,1,3,61.2,54.0,5.82,3.59,2581.0
16617,0.74,2,4,7,61.2,57.0,5.79,3.56,2961.0
16618,0.7,2,3,2,62.1,55.0,5.76,3.51,2744.0
16619,1.01,4,6,5,63.3,57.0,6.39,4.04,5393.0
16620,0.34,2,3,1,60.9,56.0,4.5,2.75,974.0
16621,0.5,3,0,2,62.2,57.0,5.11,3.17,1654.0
16622,0.4,3,2,2,62.5,59.0,4.71,2.93,945.0
16623,1.59,3,5,5,59.9,60.0,7.57,4.55,9304.0
16624,0.35,1,2,2,63.1,56.0,4.51,2.83,748.0
16625,1.54,3,0,3,59.9,62.0,7.51,4.48,8374.0
16626,0.6,3,4,6,62.7,58.0,5.37,3.35,1915.0
16627,0.9,1,0,2,63.5,60.0,5.95,3.85,4117.0
16628,0.71,1,2,2,63.9,59.0,5.61,3.57,2352.0
16629,1.2,4,4,2,63.3,56.0,6.75,4.26,4637.0
16630,0.36,2,1,7,62.0,54.0,4.56,2.84,887.0
16631,1.51,4,5,2,62.9,62.0,7.21,4.57,9474.0
16632,1.02,2,4,3,60.5,57.0,6.56,3.95,4375.0
16633,0.33,2,1,5,60.6,56.0,4.48,2.72,723.0
16634,0.31,1,5,5,63.1,54.0,4.31,2.73,435.0
16635,0.53,3,3,4,62.4,58.0,5.2,3.21,1813.0
16636,0.35,2,2,4,61.9,55.0,4.53,2.82,782.0
16637,0.41,4,2,5,59.4,63.0,4.85,2.89,1235.0
16638,0.52,2,1,5,61.1,55.0,5.27,3.2,1815.0
16639,1.53,2,5,3,63.7,58.0,7.31,4.64,8062.0
16640,1.35,3,6,0,62.3,59.0,7.26,4.32,5715.0
16641,0.9,1,3,4,64.0,59.0,6.05,3.86,3669.0
16642,0.51,2,6,5,62.5,57.0,5.04,3.16,1080.0
16643,1.5,4,4,3,62.0,63.0,7.28,4.5,7291.0
16644,1.58,3,2,4,60.8,58.0,7.58,4.59,11380.0
16645,1.03,4,0,3,62.8,56.0,6.43,4.05,4679.0
16646,0.62,3,6,7,60.7,58.0,5.5,3.37,1415.0
16647,0.43,4,3,5,59.1,60.0,4.88,2.9,867.0
16648,1.5,4,3,5,62.5,59.0,7.23,4.53,12013.0
16649,0.45,1,0,5,63.7,61.0,4.81,3.04,1197.0
16650,1.07,4,3,4,62.8,55.0,6.6,4.03,6998.0
16651,0.77,1,4,3,58.6,64.0,6.01,3.5,2262.0
16652,0.42,2,1,2,62.3,56.0,4.8,2.98,992.0
16653,0.5,3,2,7,60.8,59.0,5.08,3.1,1436.0
16654,1.51,2,4,4,62.5,57.0,7.34,4.56,11967.0
16655,0.31,2,3,7,61.4,55.0,4.36,2.69,684.0
16656,1.3,2,3,7,61.3,58.0,7.03,4.32,11975.0
16657,0.34,2,0,6,61.5,56.0,4.47,2.76,1133.0
16658,0.7,3,5,3,62.4,58.0,5.68,3.53,1890.0
16659,1.23,2,5,4,61.5,56.0,6.86,4.23,6435.0
16660,1.04,2,3,4,61.5,57.0,6.5,4.01,7457.0
16661,0.43,2,5,6,60.6,57.0,4.88,2.97,1120.0
16662,1.51,2,1,5,61.2,57.0,7.47,4.46,15025.0
16663,0.46,4,2,5,59.9,55.0,5.06,3.04,1258.0
16664,0.53,2,4,6,62.2,56.0,5.16,3.22,1775.0
16665,0.44,2,4,1,61.5,56.0,4.89,3.02,1185.0
16666,1.7,3,5,4,61.8,59.0,7.79,4.63,12737.0
16667,1.51,1,3,3,60.8,57.0,7.44,4.51,8794.0
16668,1.5,3,2,5,61.5,58.0,7.34,4.51,14719.0
16669,0.36,2,1,5,61.1,56.0,4.59,2.82,718.0
16670,1.51,4,4,7,62.3,58.0,7.31,4.57,9107.0
16671,2.02,4,5,3,62.2,57.0,8.06,4.99,10412.0
16672,0.7,3,2,6,62.4,56.0,5.69,3.53,3300.0
16673,0.91,4,2,3,61.2,59.0,6.2,3.8,3688.0
16674,0.3,3,0,5,62.9,59.0,4.27,2.67,911.0
16675,0.7,1,3,2,61.0,56.0,5.77,3.53,2480.0
16676,0.7,1,5,5,59.4,57.0,5.77,3.44,2234.0
16677,0.3,3,3,4,62.4,58.0,4.24,2.64,776.0
16678,1.83,0,6,0,70.0,58.0,7.34,5.12,5083.0
16679,1.06,4,1,2,60.4,63.0,6.67,4.01,5487.0
16680,1.7,4,1,5,58.6,60.0,7.91,4.61,18107.0
16681,0.5,2,3,2,62.8,56.0,5.05,3.18,1237.0
16682,0.28,2,3,7,61.6,56.0,4.21,2.58,336.0
16683,0.3,2,4,6,61.0,56.0,4.32,2.67,776.0
16684,0.7,3,1,5,62.0,60.0,5.7,3.5,2657.0
16685,0.31,2,1,1,62.2,54.0,4.33,2.7,987.0
16686,0.58,2,2,4,61.9,57.0,5.33,3.31,1815.0
16687,0.91,1,4,2,63.9,58.0,6.13,3.9,3425.0
16688,2.11,0,4,0,67.6,57.0,7.88,5.31,7019.0
16689,0.31,2,3,1,60.5,57.0,4.39,2.67,798.0
16690,0.81,3,3,4,62.7,56.0,5.95,3.69,3266.0
16691,1.55,3,4,4,60.8,60.0,7.54,4.57,8593.0
16692,1.07,2,4,4,62.0,55.0,6.51,4.09,6082.0
16693,0.52,2,2,2,62.2,54.0,5.19,3.24,1223.0
16694,0.5,3,0,5,60.4,58.0,5.07,3.17,1845.0
16695,0.3,2,2,6,61.9,57.0,4.3,2.67,868.0
16696,0.4,2,6,4,61.3,56.0,4.77,2.93,606.0
16697,0.92,2,1,2,61.0,55.0,6.27,3.82,4791.0
16698,0.5,4,1,2,63.2,56.0,5.04,3.17,1222.0
16699,1.54,3,2,5,62.4,59.0,7.43,4.59,14578.0
16700,0.34,2,2,2,59.4,57.0,4.58,2.71,630.0
16701,1.01,4,0,3,62.8,59.0,6.34,4.01,4588.0
16702,1.7,3,0,3,63.0,59.0,7.67,4.81,11138.0
16703,1.01,4,1,3,60.4,60.0,6.52,3.94,4352.0
16704,0.42,4,2,2,62.7,55.0,4.8,3.02,773.0
16705,1.01,3,2,2,63.0,58.0,6.33,3.98,4632.0
16706,0.52,3,1,0,60.8,60.0,5.2,3.15,1037.0
16707,1.03,3,2,3,61.6,58.0,6.46,3.97,4586.0
16708,0.55,4,0,7,61.3,57.0,5.26,3.23,2585.0
16709,0.71,2,3,7,61.7,57.0,5.72,3.53,3307.0
16710,1.02,4,6,2,63.1,60.0,6.35,4.02,3879.0
16711,2.03,1,3,3,62.7,59.0,8.17,5.06,12829.0
16712,0.72,1,0,3,60.2,56.0,5.85,3.51,2492.0
16713,1.01,3,3,2,62.9,58.0,6.35,3.99,5273.0
16714,1.54,4,3,3,61.5,61.0,7.35,4.54,8808.0
16715,1.01,2,3,4,59.9,59.0,6.48,3.89,6239.0
16716,0.4,3,1,5,62.5,58.0,4.73,2.93,975.0
16717,1.03,4,0,4,60.5,60.0,6.52,3.96,8437.0
16718,0.58,2,1,7,61.8,57.0,5.37,3.33,2694.0
16719,0.45,2,1,3,61.9,54.0,4.91,3.05,709.0
16720,1.05,1,5,5,63.1,58.0,6.42,4.07,4529.0
16721,1.13,2,2,3,61.8,57.0,6.71,4.14,5232.0
16722,0.73,3,6,2,60.2,58.0,5.87,3.52,2037.0
16723,1.5,4,1,2,60.5,63.0,7.42,4.48,10046.0
16724,1.01,2,3,2,62.1,56.0,6.38,3.99,4886.0
16725,0.31,2,3,4,61.9,52.8,4.36,2.7,583.0
16726,1.11,3,4,2,58.8,59.0,6.79,3.98,5439.0
16727,0.48,1,2,4,61.5,60.7,4.99,3.09,1268.0
16728,2.3,3,6,3,62.7,56.0,8.46,5.29,15992.0
16729,0.36,2,4,5,62.6,54.0,4.55,2.9,568.0
16730,0.61,4,3,1,63.0,58.0,5.36,3.4,2411.0
16731,0.33,4,3,7,61.4,54.0,4.46,2.75,692.0
16732,1.11,2,3,5,61.6,56.0,6.62,4.09,7472.0
16733,1.11,3,6,5,62.6,59.0,6.6,4.12,4265.0
16734,0.74,4,1,4,62.8,59.0,5.68,3.59,3416.0
16735,1.2,2,6,4,61.8,55.0,6.81,4.19,5294.0
16736,0.31,2,4,7,62.5,55.0,4.34,2.72,625.0
16737,0.61,2,1,3,61.1,57.0,5.46,3.34,1401.0
16738,1.0,0,4,5,64.8,62.0,6.22,4.0,4199.0
16739,0.7,0,2,1,64.6,57.0,5.6,3.61,1947.0
16740,0.33,2,3,2,61.4,57.0,4.48,2.75,631.0
16741,1.32,2,3,4,61.6,57.0,6.97,4.32,12094.0
16742,0.51,2,6,4,60.9,56.0,5.16,3.15,1708.0
16743,0.34,4,3,1,59.4,56.0,4.59,2.74,917.0
16744,0.7,3,1,5,58.7,60.0,5.85,3.44,2239.0
16745,0.33,3,4,5,61.3,60.0,4.47,2.73,668.0
16746,0.43,3,4,0,62.0,59.0,4.78,2.98,452.0
16747,0.3,3,1,2,60.6,61.0,4.34,2.62,675.0
16748,1.0,3,1,4,61.4,58.0,6.44,3.95,7420.0
16749,1.5,0,4,2,66.1,57.0,7.06,4.64,7832.0
16750,0.44,3,3,2,61.1,59.0,4.9,2.98,990.0
16751,1.06,3,3,4,62.0,58.0,6.56,4.05,7130.0
16752,0.33,2,0,2,61.2,55.0,4.49,2.71,732.0
16753,0.31,2,2,5,60.8,56.0,4.38,2.67,625.0
16754,0.4,4,6,5,63.4,52.0,4.63,3.0,915.0
16755,1.25,2,3,3,61.1,55.0,6.95,4.25,6371.0
16756,2.01,2,3,5,63.0,56.0,8.0,5.02,18172.0
16757,1.01,3,2,3,58.8,62.0,6.49,3.9,4197.0
16758,0.56,2,4,7,60.8,57.0,5.3,3.24,1929.0
16759,0.51,3,2,5,58.3,56.0,5.18,3.01,1036.0
16760,0.56,2,4,2,61.8,55.0,5.31,3.28,1214.0
16761,0.52,2,1,5,61.3,56.0,5.17,3.18,1621.0
16762,0.42,3,2,1,62.7,55.0,4.83,3.02,992.0
16763,1.37,4,5,3,62.4,58.0,7.01,4.4,6148.0
16764,1.52,1,5,2,64.0,58.0,7.2,4.63,9129.0
16765,0.76,2,3,7,62.0,56.0,5.86,3.63,3927.0
16766,1.75,2,6,0,61.5,54.9,7.75,4.78,7276.0
16767,2.0,3,6,7,63.0,59.0,8.0,5.03,15214.0
16768,1.12,3,4,3,60.5,59.0,6.79,4.09,4654.0
16769,0.51,2,4,2,61.0,57.0,5.17,3.17,1354.0
16770,0.41,3,5,6,59.8,61.0,4.84,2.89,1107.0
16771,0.7,2,0,4,61.5,56.0,5.68,3.5,4323.0
16772,1.0,3,1,2,60.3,62.0,6.52,3.91,4435.0
16773,1.02,2,0,3,62.5,57.0,6.4,3.99,4044.0
16774,0.77,4,6,5,62.9,58.0,5.82,3.68,2155.0
16775,0.7,3,3,7,62.5,59.0,5.68,3.53,3018.0
16776,0.61,3,0,4,62.4,57.0,5.46,3.37,2207.0
16777,1.03,2,2,5,60.4,56.0,6.59,3.97,6467.0
16778,1.2,4,6,5,63.3,57.0,6.78,4.26,6000.0
16779,0.5,4,3,7,62.4,56.0,5.06,3.17,1723.0
16780,0.29,4,1,6,60.9,61.0,4.23,2.59,629.0
16781,0.7,3,2,2,61.0,61.0,5.75,3.49,2423.0
16782,1.07,2,6,2,60.8,56.0,6.61,4.0,3775.0
16783,0.91,4,0,2,63.2,59.0,6.11,3.87,3950.0
16784,0.36,4,3,1,62.8,57.0,4.68,2.8,1053.0
16785,0.9,1,5,4,63.3,59.0,6.16,3.85,3644.0
16786,0.53,2,1,5,62.0,55.0,5.17,3.22,1607.0
16787,0.9,2,5,3,61.9,57.0,6.19,3.81,2909.0
16788,0.62,2,3,5,61.2,56.0,5.49,3.37,2243.0
16789,1.06,2,1,3,62.2,55.0,6.51,4.06,5223.0
16790,0.36,2,4,2,61.8,57.0,4.6,2.83,810.0
16791,0.7,1,2,4,64.0,56.0,5.62,3.57,3033.0
16792,0.72,2,2,2,61.3,57.0,5.72,3.53,2699.0
16793,1.01,4,3,1,60.0,61.0,6.41,3.86,7974.0
16794,1.21,3,2,4,61.6,59.0,6.84,4.19,9107.0
16795,1.2,3,2,3,59.9,58.0,6.96,4.15,6055.0
16796,0.43,4,2,6,61.5,56.0,4.86,3.0,1358.0
16797,1.72,4,1,2,62.2,58.0,7.63,4.77,15948.0
16798,0.7,2,4,2,62.4,57.0,5.64,3.55,2293.0
16799,0.26,4,2,6,62.0,59.0,4.08,2.55,597.0
16800,1.22,4,6,3,63.5,58.0,6.8,4.3,3443.0
16801,0.3,4,6,5,61.6,61.0,4.28,2.64,368.0
16802,0.31,2,0,5,62.2,55.0,4.32,2.69,734.0
16803,0.36,2,1,2,61.5,57.0,4.59,2.8,1094.0
16804,0.73,2,3,3,61.8,56.0,5.76,3.58,2585.0
16805,0.43,2,2,7,61.8,56.0,4.87,3.0,1016.0
16806,1.21,2,4,5,62.2,55.0,6.84,4.24,5882.0
16807,0.38,4,0,4,59.5,61.0,4.66,2.78,921.0
16808,0.62,2,0,2,62.2,55.0,5.5,3.41,2062.0
16809,1.01,1,1,2,63.6,57.0,6.27,4.0,3524.0
16810,1.06,3,4,2,61.6,59.0,6.54,4.03,5342.0
16811,0.7,2,6,5,61.5,57.0,5.7,3.52,1971.0
16812,2.01,0,1,3,62.1,66.0,7.99,4.94,14948.0
16813,1.1,2,1,3,61.6,57.0,6.68,4.1,4829.0
16814,0.73,3,1,2,61.8,59.0,5.74,3.56,2510.0
16815,0.46,2,4,2,61.7,55.0,4.99,3.08,807.0
16816,1.01,3,1,5,62.7,57.0,6.36,3.97,6787.0
16817,0.72,3,6,5,60.2,59.0,5.85,3.49,1944.0
16818,0.7,4,1,3,61.5,60.0,5.65,3.49,2263.0
16819,0.71,4,3,2,62.0,56.0,5.69,3.54,2098.0
16820,0.5,1,1,2,65.5,54.0,4.95,3.23,1106.0
16821,0.4,2,1,5,63.0,57.0,4.67,2.95,888.0
16822,1.51,4,1,5,60.8,60.0,7.3,4.46,14338.0
16823,0.33,2,5,2,63.0,57.0,4.39,2.76,706.0
16824,1.0,0,1,3,69.0,56.0,6.01,4.08,3763.0
16825,0.31,3,4,7,61.4,59.0,4.38,2.68,802.0
16826,1.51,4,5,5,61.6,57.0,7.28,4.5,9185.0
16827,0.71,2,5,5,62.3,58.0,5.67,3.55,2360.0
16828,0.5,4,0,2,61.6,59.0,5.12,3.16,1318.0
16829,0.26,2,2,4,62.3,56.0,4.12,2.56,456.0
16830,1.0,3,1,3,61.7,58.0,6.4,3.93,4704.0
16831,1.22,4,1,3,63.7,56.0,6.81,4.28,5739.0
16832,1.28,4,1,2,59.8,59.1,6.99,4.22,7927.0
16833,0.3,3,1,5,59.2,59.0,4.37,2.6,658.0
16834,1.5,0,6,2,64.9,58.0,7.09,4.58,6006.0
16835,1.12,0,2,5,58.9,59.0,6.84,4.01,7696.0
16836,1.2,2,5,2,61.8,56.0,6.82,4.19,5510.0
16837,1.71,3,4,3,60.5,58.0,7.66,4.76,10534.0
16838,0.78,4,4,3,62.6,59.0,5.81,3.65,2405.0
16839,1.01,4,1,5,60.9,57.0,6.41,3.92,6399.0
16840,1.07,3,1,2,59.7,58.0,6.66,3.98,4943.0
16841,0.71,2,2,5,60.7,57.0,5.78,3.52,2291.0
16842,2.0,3,4,2,63.0,54.0,8.07,5.06,14319.0
16843,0.72,2,2,4,61.0,55.0,5.77,3.53,3759.0
16844,1.03,4,3,4,62.3,58.0,6.42,4.03,6539.0
16845,0.31,4,1,6,61.5,55.0,4.36,2.69,749.0
16846,0.7,2,1,2,62.0,56.0,5.68,3.52,1666.0
16847,2.01,3,5,3,58.2,61.0,8.24,4.78,13052.0
16848,1.0,1,0,2,65.7,55.0,6.17,4.07,6163.0
16849,0.75,3,4,5,59.1,58.0,5.93,3.53,2496.0
16850,1.25,2,3,5,60.9,57.0,6.96,4.25,9590.0
16851,0.75,2,1,2,61.3,56.0,5.82,3.6,2773.0
